Dates,1,2,3,4,5,6,7,8
2008-11-08,21.766,21.766,21.766,21.766,21.766,21.766,21.766,21.766
2008-11-09,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235
2008-11-10,21.791,21.791,21.791,21.791,21.791,21.791,21.791,21.791
2008-11-11,22.301,22.301,22.301,22.301,22.301,22.301,22.301,22.301
2008-11-12,22.294,22.294,22.294,22.294,22.294,22.294,22.294,22.294
2008-11-13,22.473,22.473,22.473,22.473,22.473,22.473,22.473,22.473
2008-11-14,22.209,22.209,22.209,22.209,22.209,22.209,22.209,22.209
2008-11-15,21.736,21.736,21.736,21.736,21.736,21.736,21.736,21.736
2008-11-16,21.917,21.917,21.917,21.917,21.917,21.917,21.917,21.917
2008-11-17,21.604,21.604,21.604,21.604,21.604,21.604,21.604,21.604
2008-11-18,22.632,22.632,22.632,22.632,22.632,22.632,22.632,22.632
2008-11-19,21.575,21.575,21.575,21.575,21.575,21.575,21.575,21.575
2008-11-20,20.318,20.318,20.318,20.318,20.318,20.318,20.318,20.318
2008-11-21,20.192,20.192,20.192,20.192,20.192,20.192,20.192,20.192
2008-11-22,20.688,20.688,20.688,20.688,20.688,20.688,20.688,20.688
2008-11-23,22.492,22.492,22.492,22.492,22.492,22.492,22.492,22.492
2008-11-24,23.134,23.134,23.134,23.134,23.134,23.134,23.134,23.134
2008-11-25,21.338,21.338,21.338,21.338,21.338,21.338,21.338,21.338
2008-11-26,22.067,22.067,22.067,22.067,22.067,22.067,22.067,22.067
2008-11-27,21.697,21.697,21.697,21.697,21.697,21.697,21.697,21.697
2008-11-28,21.814,21.814,21.814,21.814,21.814,21.814,21.814,21.814
2008-11-29,21.187,21.187,21.187,21.187,21.187,21.187,21.187,21.187
2008-11-30,19.099,19.099,19.099,19.099,19.099,19.099,19.099,19.099
2008-12-01,20.434,20.434,20.434,20.434,20.434,20.434,20.434,20.434
2008-12-02,21.627,21.627,21.627,21.627,21.627,21.627,21.627,21.627
2008-12-03,22.179,22.179,22.179,22.179,22.179,22.179,22.179,22.179
2008-12-04,21.359,21.359,21.359,21.359,21.359,21.359,21.359,21.359
2008-12-05,20.863,20.863,20.863,20.863,20.863,20.863,20.863,20.863
2008-12-06,22.299,22.299,22.299,22.299,22.299,22.299,22.299,22.299
2008-12-07,20.916,20.916,20.916,20.916,20.916,20.916,20.916,20.916
2008-12-08,21.898,21.898,21.898,21.898,21.898,21.898,21.898,21.898
2008-12-09,22.249,22.249,22.249,22.249,22.249,22.249,22.249,22.249
2008-12-10,21.679,21.679,21.679,21.679,21.679,21.679,21.679,21.679
2008-12-11,21.998,21.998,21.998,21.998,21.998,21.998,21.998,21.998
2008-12-12,21.658,21.658,21.658,21.658,21.658,21.658,21.658,21.658
2008-12-13,20.893,20.893,20.893,20.893,20.893,20.893,20.893,20.893
2008-12-14,22.095,22.095,22.095,22.095,22.095,22.095,22.095,22.095
2008-12-15,21.981,21.981,21.981,21.981,21.981,21.981,21.981,21.981
2008-12-16,21.519,21.519,21.519,21.519,21.519,21.519,21.519,21.519
2008-12-17,21.964,21.964,21.964,21.964,21.964,21.964,21.964,21.964
2008-12-18,21.777,21.777,21.777,21.777,21.777,21.777,21.777,21.777
2008-12-19,21.444,21.444,21.444,21.444,21.444,21.444,21.444,21.444
2008-12-20,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639
2008-12-21,20.624,20.624,20.624,20.624,20.624,20.624,20.624,20.624
2008-12-22,21.846,21.846,21.846,21.846,21.846,21.846,21.846,21.846
2008-12-23,21.195,21.195,21.195,21.195,21.195,21.195,21.195,21.195
2008-12-24,23.179,23.179,23.179,23.179,23.179,23.179,23.179,23.179
2008-12-25,21.065,21.065,21.065,21.065,21.065,21.065,21.065,21.065
2008-12-26,21.224,21.224,21.224,21.224,21.224,21.224,21.224,21.224
2008-12-27,21.818,21.818,21.818,21.818,21.818,21.818,21.818,21.818
2008-12-28,21.687,21.687,21.687,21.687,21.687,21.687,21.687,21.687
2008-12-29,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8
2008-12-30,20.747,20.747,20.747,20.747,20.747,20.747,20.747,20.747
2008-12-31,21.909,21.909,21.909,21.909,21.909,21.909,21.909,21.909
2009-01-01,21.932,21.932,21.932,21.932,21.932,21.932,21.932,21.932
2009-01-02,21.829,21.829,21.829,21.829,21.829,21.829,21.829,21.829
2009-01-03,22.218,22.218,22.218,22.218,22.218,22.218,22.218,22.218
2009-01-04,22.725,22.725,22.725,22.725,22.725,22.725,22.725,22.725
2009-01-05,21.729,21.729,21.729,21.729,21.729,21.729,21.729,21.729
2009-01-06,22.713,22.713,22.713,22.713,22.713,22.713,22.713,22.713
2009-01-07,22.122,22.122,22.122,22.122,22.122,22.122,22.122,22.122
2009-01-08,21.732,21.732,21.732,21.732,21.732,21.732,21.732,21.732
2009-01-09,22.358,22.358,22.358,22.358,22.358,22.358,22.358,22.358
2009-01-10,23.833,23.833,23.833,23.833,23.833,23.833,23.833,23.833
2009-01-11,22.283,22.283,22.283,22.283,22.283,22.283,22.283,22.283
2009-01-12,22.435,22.435,22.435,22.435,22.435,22.435,22.435,22.435
2009-01-13,21.964,21.964,21.964,21.964,21.964,21.964,21.964,21.964
2009-01-14,22.081,22.081,22.081,22.081,22.081,22.081,22.081,22.081
2009-01-15,21.259,21.259,21.259,21.259,21.259,21.259,21.259,21.259
2009-01-16,22.729,22.729,22.729,22.729,22.729,22.729,22.729,22.729
2009-01-17,22.037,22.037,22.037,22.037,22.037,22.037,22.037,22.037
2009-01-18,21.667,21.667,21.667,21.667,21.667,21.667,21.667,21.667
2009-01-19,21.749,21.749,21.749,21.749,21.749,21.749,21.749,21.749
2009-01-20,21.273,21.273,21.273,21.273,21.273,21.273,21.273,21.273
2009-01-21,21.129,21.129,21.129,21.129,21.129,21.129,21.129,21.129
2009-01-22,22.225,22.225,22.225,22.225,22.225,22.225,22.225,22.225
2009-01-23,22.281,22.281,22.281,22.281,22.281,22.281,22.281,22.281
2009-01-24,22.402,22.402,22.402,22.402,22.402,22.402,22.402,22.402
2009-01-25,22.25,22.25,22.25,22.25,22.25,22.25,22.25,22.25
2009-01-26,22.723,22.723,22.723,22.723,22.723,22.723,22.723,22.723
2009-01-27,23.288,23.288,23.288,23.288,23.288,23.288,23.288,23.288
2009-01-28,22.822,22.822,22.822,22.822,22.822,22.822,22.822,22.822
2009-01-29,22.117,22.117,22.117,22.117,22.117,22.117,22.117,22.117
2009-01-30,22.839,22.839,22.839,22.839,22.839,22.839,22.839,22.839
2009-01-31,21.562,21.562,21.562,21.562,21.562,21.562,21.562,21.562
2009-02-01,22.16,22.16,22.16,22.16,22.16,22.16,22.16,22.16
2009-02-02,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09
2009-02-03,22.127,22.127,22.127,22.127,22.127,22.127,22.127,22.127
2009-02-04,21.384,21.384,21.384,21.384,21.384,21.384,21.384,21.384
2009-02-05,23.186,23.186,23.186,23.186,23.186,23.186,23.186,23.186
2009-02-06,23.236,23.236,23.236,23.236,23.236,23.236,23.236,23.236
2009-02-07,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113
2009-02-08,23.103,23.103,23.103,23.103,23.103,23.103,23.103,23.103
2009-02-09,23.279,23.279,23.279,23.279,23.279,23.279,23.279,23.279
2009-02-10,22.482,22.482,22.482,22.482,22.482,22.482,22.482,22.482
2009-02-11,22.163,22.163,22.163,22.163,22.163,22.163,22.163,22.163
2009-02-12,22.913,22.913,22.913,22.913,22.913,22.913,22.913,22.913
2009-02-13,22.423,22.423,22.423,22.423,22.423,22.423,22.423,22.423
2009-02-14,22.075,22.075,22.075,22.075,22.075,22.075,22.075,22.075
2009-02-15,22.344,22.344,22.344,22.344,22.344,22.344,22.344,22.344
2009-02-16,22.376,22.376,22.376,22.376,22.376,22.376,22.376,22.376
2009-02-17,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58
2009-02-18,22.446,22.446,22.446,22.446,22.446,22.446,22.446,22.446
2009-02-19,22.05,22.05,22.05,22.05,22.05,22.05,22.05,22.05
2009-02-20,22.791,22.791,22.791,22.791,22.791,22.791,22.791,22.791
2009-02-21,23.804,23.804,23.804,23.804,23.804,23.804,23.804,23.804
2009-02-22,22.771,22.771,22.771,22.771,22.771,22.771,22.771,22.771
2009-02-23,22.359,22.359,22.359,22.359,22.359,22.359,22.359,22.359
2009-02-24,22.598,22.598,22.598,22.598,22.598,22.598,22.598,22.598
2009-02-25,22.329,22.329,22.329,22.329,22.329,22.329,22.329,22.329
2009-02-26,23.306,23.306,23.306,23.306,23.306,23.306,23.306,23.306
2009-02-27,23.218,23.218,23.218,23.218,23.218,23.218,23.218,23.218
2009-02-28,21.74,21.74,21.74,21.74,21.74,21.74,21.74,21.74
2009-03-01,23.319,23.319,23.319,23.319,23.319,23.319,23.319,23.319
2009-03-02,23.33,23.33,23.33,23.33,23.33,23.33,23.33,23.33
2009-03-03,23.645,23.645,23.645,23.645,23.645,23.645,23.645,23.645
2009-03-04,22.884,22.884,22.884,22.884,22.884,22.884,22.884,22.884
2009-03-05,23.843,23.843,23.843,23.843,23.843,23.843,23.843,23.843
2009-03-06,24.487,24.487,24.487,24.487,24.487,24.487,24.487,24.487
2009-03-07,23.936,23.936,23.936,23.936,23.936,23.936,23.936,23.936
2009-03-08,24.55,24.55,24.55,24.55,24.55,24.55,24.55,24.55
2009-03-09,23.707,23.707,23.707,23.707,23.707,23.707,23.707,23.707
2009-03-10,23.921,23.921,23.921,23.921,23.921,23.921,23.921,23.921
2009-03-11,24.053,24.053,24.053,24.053,24.053,24.053,24.053,24.053
2009-03-12,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55
2009-03-13,22.844,22.844,22.844,22.844,22.844,22.844,22.844,22.844
2009-03-14,23.349,23.349,23.349,23.349,23.349,23.349,23.349,23.349
2009-03-15,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1
2009-03-16,23.317,23.317,23.317,23.317,23.317,23.317,23.317,23.317
2009-03-17,23.019,23.019,23.019,23.019,23.019,23.019,23.019,23.019
2009-03-18,23.765,23.765,23.765,23.765,23.765,23.765,23.765,23.765
2009-03-19,23.316,23.316,23.316,23.316,23.316,23.316,23.316,23.316
2009-03-20,23.273,23.273,23.273,23.273,23.273,23.273,23.273,23.273
2009-03-21,23.444,23.444,23.444,23.444,23.444,23.444,23.444,23.444
2009-03-22,23.612,23.612,23.612,23.612,23.612,23.612,23.612,23.612
2009-03-23,22.372,22.372,22.372,22.372,22.372,22.372,22.372,22.372
2009-03-24,23.005,23.005,23.005,23.005,23.005,23.005,23.005,23.005
2009-03-25,23.621,23.621,23.621,23.621,23.621,23.621,23.621,23.621
2009-03-26,23.785,23.785,23.785,23.785,23.785,23.785,23.785,23.785
2009-03-27,23.049,23.049,23.049,23.049,23.049,23.049,23.049,23.049
2009-03-28,22.754,22.754,22.754,22.754,22.754,22.754,22.754,22.754
2009-03-29,23.376,23.376,23.376,23.376,23.376,23.376,23.376,23.376
2009-03-30,24.078,24.078,24.078,24.078,24.078,24.078,24.078,24.078
2009-03-31,22.993,22.993,22.993,22.993,22.993,22.993,22.993,22.993
2009-04-01,22.414,22.414,22.414,22.414,22.414,22.414,22.414,22.414
2009-04-02,22.788,22.788,22.788,22.788,22.788,22.788,22.788,22.788
2009-04-03,23.049,23.049,23.049,23.049,23.049,23.049,23.049,23.049
2009-04-04,22.975,22.975,22.975,22.975,22.975,22.975,22.975,22.975
2009-04-05,22.578,22.578,22.578,22.578,22.578,22.578,22.578,22.578
2009-04-06,23.382,23.382,23.382,23.382,23.382,23.382,23.382,23.382
2009-04-07,22.344,22.344,22.344,22.344,22.344,22.344,22.344,22.344
2009-04-08,23.323,23.323,23.323,23.323,23.323,23.323,23.323,23.323
2009-04-09,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521
2009-04-10,23.228,23.228,23.228,23.228,23.228,23.228,23.228,23.228
2009-04-11,23.786,23.786,23.786,23.786,23.786,23.786,23.786,23.786
2009-04-12,23.594,23.594,23.594,23.594,23.594,23.594,23.594,23.594
2009-04-13,23.644,23.644,23.644,23.644,23.644,23.644,23.644,23.644
2009-04-14,22.101,22.101,22.101,22.101,22.101,22.101,22.101,22.101
2009-04-15,23.105,23.105,23.105,23.105,23.105,23.105,23.105,23.105
2009-04-16,23.672,23.672,23.672,23.672,23.672,23.672,23.672,23.672
2009-04-17,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119
2009-04-18,23.855,23.855,23.855,23.855,23.855,23.855,23.855,23.855
2009-04-19,24.124,24.124,24.124,24.124,24.124,24.124,24.124,24.124
2009-04-20,24.039,24.039,24.039,24.039,24.039,24.039,24.039,24.039
2009-04-21,24.66,24.66,24.66,24.66,24.66,24.66,24.66,24.66
2009-04-22,24.683,24.683,24.683,24.683,24.683,24.683,24.683,24.683
2009-04-23,23.858,23.858,23.858,23.858,23.858,23.858,23.858,23.858
2009-04-24,24.067,24.067,24.067,24.067,24.067,24.067,24.067,24.067
2009-04-25,24.859,24.859,24.859,24.859,24.859,24.859,24.859,24.859
2009-04-26,25.209,25.209,25.209,25.209,25.209,25.209,25.209,25.209
2009-04-27,24.318,24.318,24.318,24.318,24.318,24.318,24.318,24.318
2009-04-28,24.364,24.364,24.364,24.364,24.364,24.364,24.364,24.364
2009-04-29,23.544,23.544,23.544,23.544,23.544,23.544,23.544,23.544
2009-04-30,23.339,23.339,23.339,23.339,23.339,23.339,23.339,23.339
2009-05-01,23.146,23.146,23.146,23.146,23.146,23.146,23.146,23.146
2009-05-02,23.114,23.114,23.114,23.114,23.114,23.114,23.114,23.114
2009-05-03,22.386,22.386,22.386,22.386,22.386,22.386,22.386,22.386
2009-05-04,21.945,21.945,21.945,21.945,21.945,21.945,21.945,21.945
2009-05-05,22.785,22.785,22.785,22.785,22.785,22.785,22.785,22.785
2009-05-06,22.881,22.881,22.881,22.881,22.881,22.881,22.881,22.881
2009-05-07,22.717,22.717,22.717,22.717,22.717,22.717,22.717,22.717
2009-05-08,22.59,22.59,22.59,22.59,22.59,22.59,22.59,22.59
2009-05-09,23.897,23.897,23.897,23.897,23.897,23.897,23.897,23.897
2009-05-10,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441
2009-05-11,24.209,24.209,24.209,24.209,24.209,24.209,24.209,24.209
2009-05-12,21.685,21.685,21.685,21.685,21.685,21.685,21.685,21.685
2009-05-13,23.229,23.229,23.229,23.229,23.229,23.229,23.229,23.229
2009-05-14,23.774,23.774,23.774,23.774,23.774,23.774,23.774,23.774
2009-05-15,23.993,23.993,23.993,23.993,23.993,23.993,23.993,23.993
2009-05-16,22.473,22.473,22.473,22.473,22.473,22.473,22.473,22.473
2009-05-17,22.307,22.307,22.307,22.307,22.307,22.307,22.307,22.307
2009-05-18,22.283,22.283,22.283,22.283,22.283,22.283,22.283,22.283
2009-05-19,22.865,22.865,22.865,22.865,22.865,22.865,22.865,22.865
2009-05-20,23.002,23.002,23.002,23.002,23.002,23.002,23.002,23.002
2009-05-21,23.248,23.248,23.248,23.248,23.248,23.248,23.248,23.248
2009-05-22,20.964,20.964,20.964,20.964,20.964,20.964,20.964,20.964
2009-05-23,22.79,22.79,22.79,22.79,22.79,22.79,22.79,22.79
2009-05-24,22.504,22.504,22.504,22.504,22.504,22.504,22.504,22.504
2009-05-25,22.609,22.609,22.609,22.609,22.609,22.609,22.609,22.609
2009-05-26,22.677,22.677,22.677,22.677,22.677,22.677,22.677,22.677
2009-05-27,22.255,22.255,22.255,22.255,22.255,22.255,22.255,22.255
2009-05-28,22.93,22.93,22.93,22.93,22.93,22.93,22.93,22.93
2009-05-29,22.349,22.349,22.349,22.349,22.349,22.349,22.349,22.349
2009-05-30,22.77,22.77,22.77,22.77,22.77,22.77,22.77,22.77
2009-05-31,22.041,22.041,22.041,22.041,22.041,22.041,22.041,22.041
2009-06-01,22.665,22.665,22.665,22.665,22.665,22.665,22.665,22.665
2009-06-02,24.217,24.217,24.217,24.217,24.217,24.217,24.217,24.217
2009-06-03,24.437,24.437,24.437,24.437,24.437,24.437,24.437,24.437
2009-06-04,23.687,23.687,23.687,23.687,23.687,23.687,23.687,23.687
2009-06-05,22.775,22.775,22.775,22.775,22.775,22.775,22.775,22.775
2009-06-06,23.18,23.18,23.18,23.18,23.18,23.18,23.18,23.18
2009-06-07,23.611,23.611,23.611,23.611,23.611,23.611,23.611,23.611
2009-06-08,23.055,23.055,23.055,23.055,23.055,23.055,23.055,23.055
2009-06-09,23.984,23.984,23.984,23.984,23.984,23.984,23.984,23.984
2009-06-10,22.638,22.638,22.638,22.638,22.638,22.638,22.638,22.638
2009-06-11,21.189,21.189,21.189,21.189,21.189,21.189,21.189,21.189
2009-06-12,21.233,21.233,21.233,21.233,21.233,21.233,21.233,21.233
2009-06-13,22.094,22.094,22.094,22.094,22.094,22.094,22.094,22.094
2009-06-14,21.918,21.918,21.918,21.918,21.918,21.918,21.918,21.918
2009-06-15,21.794,21.794,21.794,21.794,21.794,21.794,21.794,21.794
2009-06-16,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.074
2009-06-17,23.276,23.276,23.276,23.276,23.276,23.276,23.276,23.276
2009-06-18,23.302,23.302,23.302,23.302,23.302,23.302,23.302,23.302
2009-06-19,22.083,22.083,22.083,22.083,22.083,22.083,22.083,22.083
2009-06-20,22.565,22.565,22.565,22.565,22.565,22.565,22.565,22.565
2009-06-21,22.718,22.718,22.718,22.718,22.718,22.718,22.718,22.718
2009-06-22,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317
2009-06-23,22.542,22.542,22.542,22.542,22.542,22.542,22.542,22.542
2009-06-24,22.182,22.182,22.182,22.182,22.182,22.182,22.182,22.182
2009-06-25,22.395,22.395,22.395,22.395,22.395,22.395,22.395,22.395
2009-06-26,22.674,22.674,22.674,22.674,22.674,22.674,22.674,22.674
2009-06-27,23.337,23.337,23.337,23.337,23.337,23.337,23.337,23.337
2009-06-28,22.33,22.33,22.33,22.33,22.33,22.33,22.33,22.33
2009-06-29,22.801,22.801,22.801,22.801,22.801,22.801,22.801,22.801
2009-06-30,22.123,22.123,22.123,22.123,22.123,22.123,22.123,22.123
2009-07-01,22.342,22.342,22.342,22.342,22.342,22.342,22.342,22.342
2009-07-02,23.005,23.005,23.005,23.005,23.005,23.005,23.005,23.005
2009-07-03,22.928,22.928,22.928,22.928,22.928,22.928,22.928,22.928
2009-07-04,22.019,22.019,22.019,22.019,22.019,22.019,22.019,22.019
2009-07-05,22.289,22.289,22.289,22.289,22.289,22.289,22.289,22.289
2009-07-06,22.058,22.058,22.058,22.058,22.058,22.058,22.058,22.058
2009-07-07,22.571,22.571,22.571,22.571,22.571,22.571,22.571,22.571
2009-07-08,22.641,22.641,22.641,22.641,22.641,22.641,22.641,22.641
2009-07-09,21.921,21.921,21.921,21.921,21.921,21.921,21.921,21.921
2009-07-10,22.685,22.685,22.685,22.685,22.685,22.685,22.685,22.685
2009-07-11,22.036,22.036,22.036,22.036,22.036,22.036,22.036,22.036
2009-07-12,23.459,23.459,23.459,23.459,23.459,23.459,23.459,23.459
2009-07-13,24.542,24.542,24.542,24.542,24.542,24.542,24.542,24.542
2009-07-14,23.951,23.951,23.951,23.951,23.951,23.951,23.951,23.951
2009-07-15,22.875,22.875,22.875,22.875,22.875,22.875,22.875,22.875
2009-07-16,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99
2009-07-17,24.137,24.137,24.137,24.137,24.137,24.137,24.137,24.137
2009-07-18,23.668,23.668,23.668,23.668,23.668,23.668,23.668,23.668
2009-07-19,23.79,23.79,23.79,23.79,23.79,23.79,23.79,23.79
2009-07-20,23.412,23.412,23.412,23.412,23.412,23.412,23.412,23.412
2009-07-21,22.246,22.246,22.246,22.246,22.246,22.246,22.246,22.246
2009-07-22,22.773,22.773,22.773,22.773,22.773,22.773,22.773,22.773
2009-07-23,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094
2009-07-24,23.436,23.436,23.436,23.436,23.436,23.436,23.436,23.436
2009-07-25,22.652,22.652,22.652,22.652,22.652,22.652,22.652,22.652
2009-07-26,23.869,23.869,23.869,23.869,23.869,23.869,23.869,23.869
2009-07-27,24.887,24.887,24.887,24.887,24.887,24.887,24.887,24.887
2009-07-28,23.722,23.722,23.722,23.722,23.722,23.722,23.722,23.722
2009-07-29,24.31,24.31,24.31,24.31,24.31,24.31,24.31,24.31
2009-07-30,22.608,22.608,22.608,22.608,22.608,22.608,22.608,22.608
2009-07-31,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3
2009-08-01,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93
2009-08-02,24.816,24.816,24.816,24.816,24.816,24.816,24.816,24.816
2009-08-03,24.085,24.085,24.085,24.085,24.085,24.085,24.085,24.085
2009-08-04,23.528,23.528,23.528,23.528,23.528,23.528,23.528,23.528
2009-08-05,22.559,22.559,22.559,22.559,22.559,22.559,22.559,22.559
2009-08-06,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76
2009-08-07,22.224,22.224,22.224,22.224,22.224,22.224,22.224,22.224
2009-08-08,23.199,23.199,23.199,23.199,23.199,23.199,23.199,23.199
2009-08-09,22.131,22.131,22.131,22.131,22.131,22.131,22.131,22.131
2009-08-10,22.583,22.583,22.583,22.583,22.583,22.583,22.583,22.583
2009-08-11,23.072,23.072,23.072,23.072,23.072,23.072,23.072,23.072
2009-08-12,24.061,24.061,24.061,24.061,24.061,24.061,24.061,24.061
2009-08-13,24.808,24.808,24.808,24.808,24.808,24.808,24.808,24.808
2009-08-14,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5
2009-08-15,22.798,22.798,22.798,22.798,22.798,22.798,22.798,22.798
2009-08-16,23.45,23.45,23.45,23.45,23.45,23.45,23.45,23.45
2009-08-17,22.778,22.778,22.778,22.778,22.778,22.778,22.778,22.778
2009-08-18,22.464,22.464,22.464,22.464,22.464,22.464,22.464,22.464
2009-08-19,21.664,21.664,21.664,21.664,21.664,21.664,21.664,21.664
2009-08-20,23.089,23.089,23.089,23.089,23.089,23.089,23.089,23.089
2009-08-21,23.274,23.274,23.274,23.274,23.274,23.274,23.274,23.274
2009-08-22,23.042,23.042,23.042,23.042,23.042,23.042,23.042,23.042
2009-08-23,22.919,22.919,22.919,22.919,22.919,22.919,22.919,22.919
2009-08-24,23.308,23.308,23.308,23.308,23.308,23.308,23.308,23.308
2009-08-25,22.221,22.221,22.221,22.221,22.221,22.221,22.221,22.221
2009-08-26,23.681,23.681,23.681,23.681,23.681,23.681,23.681,23.681
2009-08-27,23.453,23.453,23.453,23.453,23.453,23.453,23.453,23.453
2009-08-28,22.631,22.631,22.631,22.631,22.631,22.631,22.631,22.631
2009-08-29,22.008,22.008,22.008,22.008,22.008,22.008,22.008,22.008
2009-08-30,22.214,22.214,22.214,22.214,22.214,22.214,22.214,22.214
2009-08-31,22.966,22.966,22.966,22.966,22.966,22.966,22.966,22.966
2009-09-01,23.558,23.558,23.558,23.558,23.558,23.558,23.558,23.558
2009-09-02,23.793,23.793,23.793,23.793,23.793,23.793,23.793,23.793
2009-09-03,22.853,22.853,22.853,22.853,22.853,22.853,22.853,22.853
2009-09-04,21.487,21.487,21.487,21.487,21.487,21.487,21.487,21.487
2009-09-05,23.301,23.301,23.301,23.301,23.301,23.301,23.301,23.301
2009-09-06,23.704,23.704,23.704,23.704,23.704,23.704,23.704,23.704
2009-09-07,24.459,24.459,24.459,24.459,24.459,24.459,24.459,24.459
2009-09-08,23.228,23.228,23.228,23.228,23.228,23.228,23.228,23.228
2009-09-09,23.713,23.713,23.713,23.713,23.713,23.713,23.713,23.713
2009-09-10,22.556,22.556,22.556,22.556,22.556,22.556,22.556,22.556
2009-09-11,22.479,22.479,22.479,22.479,22.479,22.479,22.479,22.479
2009-09-12,22.321,22.321,22.321,22.321,22.321,22.321,22.321,22.321
2009-09-13,22.629,22.629,22.629,22.629,22.629,22.629,22.629,22.629
2009-09-14,23.01,23.01,23.01,23.01,23.01,23.01,23.01,23.01
2009-09-15,22.731,22.731,22.731,22.731,22.731,22.731,22.731,22.731
2009-09-16,22.325,22.325,22.325,22.325,22.325,22.325,22.325,22.325
2009-09-17,21.914,21.914,21.914,21.914,21.914,21.914,21.914,21.914
2009-09-18,22.374,22.374,22.374,22.374,22.374,22.374,22.374,22.374
2009-09-19,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8
2009-09-20,24.148,24.148,24.148,24.148,24.148,24.148,24.148,24.148
2009-09-21,24.055,24.055,24.055,24.055,24.055,24.055,24.055,24.055
2009-09-22,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4
2009-09-23,22.484,22.484,22.484,22.484,22.484,22.484,22.484,22.484
2009-09-24,22.593,22.593,22.593,22.593,22.593,22.593,22.593,22.593
2009-09-25,22.808,22.808,22.808,22.808,22.808,22.808,22.808,22.808
2009-09-26,23.788,23.788,23.788,23.788,23.788,23.788,23.788,23.788
2009-09-27,23.008,23.008,23.008,23.008,23.008,23.008,23.008,23.008
2009-09-28,23.117,23.117,23.117,23.117,23.117,23.117,23.117,23.117
2009-09-29,22.42,22.42,22.42,22.42,22.42,22.42,22.42,22.42
2009-09-30,25.033,25.033,25.033,25.033,25.033,25.033,25.033,25.033
2009-10-01,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076
2009-10-02,22.694,22.694,22.694,22.694,22.694,22.694,22.694,22.694
2009-10-03,22.294,22.294,22.294,22.294,22.294,22.294,22.294,22.294
2009-10-04,22.07,22.07,22.07,22.07,22.07,22.07,22.07,22.07
2009-10-05,22.612,22.612,22.612,22.612,22.612,22.612,22.612,22.612
2009-10-06,22.016,22.016,22.016,22.016,22.016,22.016,22.016,22.016
2009-10-07,22.885,22.885,22.885,22.885,22.885,22.885,22.885,22.885
2009-10-08,23.708,23.708,23.708,23.708,23.708,23.708,23.708,23.708
2009-10-09,22.466,22.466,22.466,22.466,22.466,22.466,22.466,22.466
2009-10-10,22.618,22.618,22.618,22.618,22.618,22.618,22.618,22.618
2009-10-11,23.634,23.634,23.634,23.634,23.634,23.634,23.634,23.634
2009-10-12,23.48,23.48,23.48,23.48,23.48,23.48,23.48,23.48
2009-10-13,21.746,21.746,21.746,21.746,21.746,21.746,21.746,21.746
2009-10-14,21.696,21.696,21.696,21.696,21.696,21.696,21.696,21.696
2009-10-15,22.019,22.019,22.019,22.019,22.019,22.019,22.019,22.019
2009-10-16,21.792,21.792,21.792,21.792,21.792,21.792,21.792,21.792
2009-10-17,23.138,23.138,23.138,23.138,23.138,23.138,23.138,23.138
2009-10-18,21.803,21.803,21.803,21.803,21.803,21.803,21.803,21.803
2009-10-19,21.418,21.418,21.418,21.418,21.418,21.418,21.418,21.418
2009-10-20,20.156,20.156,20.156,20.156,20.156,20.156,20.156,20.156
2009-10-21,21.176,21.176,21.176,21.176,21.176,21.176,21.176,21.176
2009-10-22,21.498,21.498,21.498,21.498,21.498,21.498,21.498,21.498
2009-10-23,20.976,20.976,20.976,20.976,20.976,20.976,20.976,20.976
2009-10-24,20.928,20.928,20.928,20.928,20.928,20.928,20.928,20.928
2009-10-25,22.145,22.145,22.145,22.145,22.145,22.145,22.145,22.145
2009-10-26,22.327,22.327,22.327,22.327,22.327,22.327,22.327,22.327
2009-10-27,22.349,22.349,22.349,22.349,22.349,22.349,22.349,22.349
2009-10-28,22.143,22.143,22.143,22.143,22.143,22.143,22.143,22.143
2009-10-29,21.005,21.005,21.005,21.005,21.005,21.005,21.005,21.005
2009-10-30,21.761,21.761,21.761,21.761,21.761,21.761,21.761,21.761
2009-10-31,22.813,22.813,22.813,22.813,22.813,22.813,22.813,22.813
