Dates,1,2,3,4,5,6,7,8
1981-09-15,21.487,21.487,21.487,21.487,21.487,21.487,21.487,21.487
1981-09-16,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533
1981-09-17,22.025,22.025,22.025,22.025,22.025,22.025,22.025,22.025
1981-09-18,21.457,21.457,21.457,21.457,21.457,21.457,21.457,21.457
1981-09-19,21.497,21.497,21.497,21.497,21.497,21.497,21.497,21.497
1981-09-20,23.029,23.029,23.029,23.029,23.029,23.029,23.029,23.029
1981-09-21,22.354,22.354,22.354,22.354,22.354,22.354,22.354,22.354
1981-09-22,22.584,22.584,22.584,22.584,22.584,22.584,22.584,22.584
1981-09-23,21.966,21.966,21.966,21.966,21.966,21.966,21.966,21.966
1981-09-24,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106
1981-09-25,22.369,22.369,22.369,22.369,22.369,22.369,22.369,22.369
1981-09-26,22.599,22.599,22.599,22.599,22.599,22.599,22.599,22.599
1981-09-27,21.796,21.796,21.796,21.796,21.796,21.796,21.796,21.796
1981-09-28,22.683,22.683,22.683,22.683,22.683,22.683,22.683,22.683
1981-09-29,22.066,22.066,22.066,22.066,22.066,22.066,22.066,22.066
1981-09-30,21.691,21.691,21.691,21.691,21.691,21.691,21.691,21.691
1981-10-01,21.475,21.475,21.475,21.475,21.475,21.475,21.475,21.475
1981-10-02,22.06,22.06,22.06,22.06,22.06,22.06,22.06,22.06
1981-10-03,21.571,21.571,21.571,21.571,21.571,21.571,21.571,21.571
1981-10-04,21.775,21.775,21.775,21.775,21.775,21.775,21.775,21.775
1981-10-05,20.256,20.256,20.256,20.256,20.256,20.256,20.256,20.256
1981-10-06,21.821,21.821,21.821,21.821,21.821,21.821,21.821,21.821
1981-10-07,21.923,21.923,21.923,21.923,21.923,21.923,21.923,21.923
1981-10-08,21.398,21.398,21.398,21.398,21.398,21.398,21.398,21.398
1981-10-09,21.611,21.611,21.611,21.611,21.611,21.611,21.611,21.611
1981-10-10,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59
1981-10-11,21.408,21.408,21.408,21.408,21.408,21.408,21.408,21.408
1981-10-12,21.339,21.339,21.339,21.339,21.339,21.339,21.339,21.339
1981-10-13,22.577,22.577,22.577,22.577,22.577,22.577,22.577,22.577
1981-10-14,21.788,21.788,21.788,21.788,21.788,21.788,21.788,21.788
1981-10-15,22.164,22.164,22.164,22.164,22.164,22.164,22.164,22.164
1981-10-16,21.497,21.497,21.497,21.497,21.497,21.497,21.497,21.497
1981-10-17,20.656,20.656,20.656,20.656,20.656,20.656,20.656,20.656
1981-10-18,20.37,20.37,20.37,20.37,20.37,20.37,20.37,20.37
1981-10-19,21.827,21.827,21.827,21.827,21.827,21.827,21.827,21.827
1981-10-20,21.56,21.56,21.56,21.56,21.56,21.56,21.56,21.56
1981-10-21,21.793,21.793,21.793,21.793,21.793,21.793,21.793,21.793
1981-10-22,21.561,21.561,21.561,21.561,21.561,21.561,21.561,21.561
1981-10-23,21.911,21.911,21.911,21.911,21.911,21.911,21.911,21.911
1981-10-24,21.654,21.654,21.654,21.654,21.654,21.654,21.654,21.654
1981-10-25,21.088,21.088,21.088,21.088,21.088,21.088,21.088,21.088
1981-10-26,20.827,20.827,20.827,20.827,20.827,20.827,20.827,20.827
1981-10-27,22.319,22.319,22.319,22.319,22.319,22.319,22.319,22.319
1981-10-28,22.471,22.471,22.471,22.471,22.471,22.471,22.471,22.471
1981-10-29,21.208,21.208,21.208,21.208,21.208,21.208,21.208,21.208
1981-10-30,22.367,22.367,22.367,22.367,22.367,22.367,22.367,22.367
1981-10-31,21.332,21.332,21.332,21.332,21.332,21.332,21.332,21.332
1981-11-01,23.255,23.255,23.255,23.255,23.255,23.255,23.255,23.255
1981-11-02,20.971,20.971,20.971,20.971,20.971,20.971,20.971,20.971
1981-11-03,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772
1981-11-04,20.839,20.839,20.839,20.839,20.839,20.839,20.839,20.839
1981-11-05,21.707,21.707,21.707,21.707,21.707,21.707,21.707,21.707
1981-11-06,22.433,22.433,22.433,22.433,22.433,22.433,22.433,22.433
1981-11-07,23.82,23.82,23.82,23.82,23.82,23.82,23.82,23.82
1981-11-08,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556
1981-11-09,20.881,20.881,20.881,20.881,20.881,20.881,20.881,20.881
1981-11-10,22.433,22.433,22.433,22.433,22.433,22.433,22.433,22.433
1981-11-11,21.319,21.319,21.319,21.319,21.319,21.319,21.319,21.319
1981-11-12,21.404,21.404,21.404,21.404,21.404,21.404,21.404,21.404
1981-11-13,21.852,21.852,21.852,21.852,21.852,21.852,21.852,21.852
1981-11-14,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5
1981-11-15,21.965,21.965,21.965,21.965,21.965,21.965,21.965,21.965
1981-11-16,22.098,22.098,22.098,22.098,22.098,22.098,22.098,22.098
1981-11-17,22.125,22.125,22.125,22.125,22.125,22.125,22.125,22.125
1981-11-18,22.27,22.27,22.27,22.27,22.27,22.27,22.27,22.27
1981-11-19,21.761,21.761,21.761,21.761,21.761,21.761,21.761,21.761
1981-11-20,22.006,22.006,22.006,22.006,22.006,22.006,22.006,22.006
1981-11-21,22.967,22.967,22.967,22.967,22.967,22.967,22.967,22.967
1981-11-22,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4
1981-11-23,21.138,21.138,21.138,21.138,21.138,21.138,21.138,21.138
1981-11-24,19.891,19.891,19.891,19.891,19.891,19.891,19.891,19.891
1981-11-25,21.774,21.774,21.774,21.774,21.774,21.774,21.774,21.774
1981-11-26,20.367,20.367,20.367,20.367,20.367,20.367,20.367,20.367
1981-11-27,21.798,21.798,21.798,21.798,21.798,21.798,21.798,21.798
1981-11-28,23.407,23.407,23.407,23.407,23.407,23.407,23.407,23.407
1981-11-29,22.542,22.542,22.542,22.542,22.542,22.542,22.542,22.542
1981-11-30,21.752,21.752,21.752,21.752,21.752,21.752,21.752,21.752
1981-12-01,22.082,22.082,22.082,22.082,22.082,22.082,22.082,22.082
1981-12-02,20.743,20.743,20.743,20.743,20.743,20.743,20.743,20.743
1981-12-03,21.431,21.431,21.431,21.431,21.431,21.431,21.431,21.431
1981-12-04,21.721,21.721,21.721,21.721,21.721,21.721,21.721,21.721
1981-12-05,22.904,22.904,22.904,22.904,22.904,22.904,22.904,22.904
1981-12-06,22.688,22.688,22.688,22.688,22.688,22.688,22.688,22.688
1981-12-07,21.576,21.576,21.576,21.576,21.576,21.576,21.576,21.576
1981-12-08,21.073,21.073,21.073,21.073,21.073,21.073,21.073,21.073
1981-12-09,21.357,21.357,21.357,21.357,21.357,21.357,21.357,21.357
1981-12-10,22.096,22.096,22.096,22.096,22.096,22.096,22.096,22.096
1981-12-11,20.733,20.733,20.733,20.733,20.733,20.733,20.733,20.733
1981-12-12,21.228,21.228,21.228,21.228,21.228,21.228,21.228,21.228
1981-12-13,21.647,21.647,21.647,21.647,21.647,21.647,21.647,21.647
1981-12-14,22.177,22.177,22.177,22.177,22.177,22.177,22.177,22.177
1981-12-15,22.151,22.151,22.151,22.151,22.151,22.151,22.151,22.151
1981-12-16,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05
1981-12-17,21.944,21.944,21.944,21.944,21.944,21.944,21.944,21.944
1981-12-18,21.836,21.836,21.836,21.836,21.836,21.836,21.836,21.836
1981-12-19,22.094,22.094,22.094,22.094,22.094,22.094,22.094,22.094
1981-12-20,22.162,22.162,22.162,22.162,22.162,22.162,22.162,22.162
1981-12-21,21.033,21.033,21.033,21.033,21.033,21.033,21.033,21.033
1981-12-22,21.375,21.375,21.375,21.375,21.375,21.375,21.375,21.375
1981-12-23,21.673,21.673,21.673,21.673,21.673,21.673,21.673,21.673
1981-12-24,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33
1981-12-25,22.859,22.859,22.859,22.859,22.859,22.859,22.859,22.859
1981-12-26,21.158,21.158,21.158,21.158,21.158,21.158,21.158,21.158
1981-12-27,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09
1981-12-28,21.465,21.465,21.465,21.465,21.465,21.465,21.465,21.465
1981-12-29,22.49,22.49,22.49,22.49,22.49,22.49,22.49,22.49
1981-12-30,22.635,22.635,22.635,22.635,22.635,22.635,22.635,22.635
1981-12-31,21.035,21.035,21.035,21.035,21.035,21.035,21.035,21.035
1982-01-01,21.671,21.671,21.671,21.671,21.671,21.671,21.671,21.671
1982-01-02,21.356,21.356,21.356,21.356,21.356,21.356,21.356,21.356
1982-01-03,21.199,21.199,21.199,21.199,21.199,21.199,21.199,21.199
1982-01-04,21.555,21.555,21.555,21.555,21.555,21.555,21.555,21.555
1982-01-05,20.744,20.744,20.744,20.744,20.744,20.744,20.744,20.744
1982-01-06,21.384,21.384,21.384,21.384,21.384,21.384,21.384,21.384
1982-01-07,22.126,22.126,22.126,22.126,22.126,22.126,22.126,22.126
1982-01-08,20.672,20.672,20.672,20.672,20.672,20.672,20.672,20.672
1982-01-09,21.812,21.812,21.812,21.812,21.812,21.812,21.812,21.812
1982-01-10,21.119,21.119,21.119,21.119,21.119,21.119,21.119,21.119
1982-01-11,21.956,21.956,21.956,21.956,21.956,21.956,21.956,21.956
1982-01-12,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215
1982-01-13,20.955,20.955,20.955,20.955,20.955,20.955,20.955,20.955
1982-01-14,21.08,21.08,21.08,21.08,21.08,21.08,21.08,21.08
1982-01-15,22.091,22.091,22.091,22.091,22.091,22.091,22.091,22.091
1982-01-16,20.902,20.902,20.902,20.902,20.902,20.902,20.902,20.902
1982-01-17,21.933,21.933,21.933,21.933,21.933,21.933,21.933,21.933
1982-01-18,22.225,22.225,22.225,22.225,22.225,22.225,22.225,22.225
1982-01-19,22.692,22.692,22.692,22.692,22.692,22.692,22.692,22.692
1982-01-20,22.691,22.691,22.691,22.691,22.691,22.691,22.691,22.691
1982-01-21,22.64,22.64,22.64,22.64,22.64,22.64,22.64,22.64
1982-01-22,21.989,21.989,21.989,21.989,21.989,21.989,21.989,21.989
1982-01-23,21.624,21.624,21.624,21.624,21.624,21.624,21.624,21.624
1982-01-24,21.219,21.219,21.219,21.219,21.219,21.219,21.219,21.219
1982-01-25,21.245,21.245,21.245,21.245,21.245,21.245,21.245,21.245
1982-01-26,22.408,22.408,22.408,22.408,22.408,22.408,22.408,22.408
1982-01-27,21.503,21.503,21.503,21.503,21.503,21.503,21.503,21.503
1982-01-28,21.012,21.012,21.012,21.012,21.012,21.012,21.012,21.012
1982-01-29,21.268,21.268,21.268,21.268,21.268,21.268,21.268,21.268
1982-01-30,22.066,22.066,22.066,22.066,22.066,22.066,22.066,22.066
1982-01-31,21.921,21.921,21.921,21.921,21.921,21.921,21.921,21.921
1982-02-01,24.143,24.143,24.143,24.143,24.143,24.143,24.143,24.143
1982-02-02,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608
1982-02-03,24.684,24.684,24.684,24.684,24.684,24.684,24.684,24.684
1982-02-04,20.918,20.918,20.918,20.918,20.918,20.918,20.918,20.918
1982-02-05,23.353,23.353,23.353,23.353,23.353,23.353,23.353,23.353
1982-02-06,23.008,23.008,23.008,23.008,23.008,23.008,23.008,23.008
1982-02-07,23.547,23.547,23.547,23.547,23.547,23.547,23.547,23.547
1982-02-08,23.39,23.39,23.39,23.39,23.39,23.39,23.39,23.39
1982-02-09,22.416,22.416,22.416,22.416,22.416,22.416,22.416,22.416
1982-02-10,21.388,21.388,21.388,21.388,21.388,21.388,21.388,21.388
1982-02-11,23.074,23.074,23.074,23.074,23.074,23.074,23.074,23.074
1982-02-12,17.365,17.365,17.365,17.365,17.365,17.365,17.365,17.365
1982-02-13,21.996,21.996,21.996,21.996,21.996,21.996,21.996,21.996
1982-02-14,22.819,22.819,22.819,22.819,22.819,22.819,22.819,22.819
1982-02-15,22.34,22.34,22.34,22.34,22.34,22.34,22.34,22.34
1982-02-16,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69
1982-02-17,21.949,21.949,21.949,21.949,21.949,21.949,21.949,21.949
1982-02-18,21.319,21.319,21.319,21.319,21.319,21.319,21.319,21.319
1982-02-19,21.224,21.224,21.224,21.224,21.224,21.224,21.224,21.224
1982-02-20,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79
1982-02-21,21.006,21.006,21.006,21.006,21.006,21.006,21.006,21.006
1982-02-22,21.103,21.103,21.103,21.103,21.103,21.103,21.103,21.103
1982-02-23,22.162,22.162,22.162,22.162,22.162,22.162,22.162,22.162
1982-02-24,21.676,21.676,21.676,21.676,21.676,21.676,21.676,21.676
1982-02-25,21.399,21.399,21.399,21.399,21.399,21.399,21.399,21.399
1982-02-26,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727
1982-02-27,22.336,22.336,22.336,22.336,22.336,22.336,22.336,22.336
1982-02-28,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244
1982-03-01,23.183,23.183,23.183,23.183,23.183,23.183,23.183,23.183
1982-03-02,21.298,21.298,21.298,21.298,21.298,21.298,21.298,21.298
1982-03-03,22.313,22.313,22.313,22.313,22.313,22.313,22.313,22.313
1982-03-04,22.489,22.489,22.489,22.489,22.489,22.489,22.489,22.489
1982-03-05,23.751,23.751,23.751,23.751,23.751,23.751,23.751,23.751
1982-03-06,22.512,22.512,22.512,22.512,22.512,22.512,22.512,22.512
1982-03-07,21.857,21.857,21.857,21.857,21.857,21.857,21.857,21.857
1982-03-08,23.021,23.021,23.021,23.021,23.021,23.021,23.021,23.021
1982-03-09,22.203,22.203,22.203,22.203,22.203,22.203,22.203,22.203
1982-03-10,23.42,23.42,23.42,23.42,23.42,23.42,23.42,23.42
1982-03-11,22.389,22.389,22.389,22.389,22.389,22.389,22.389,22.389
1982-03-12,21.719,21.719,21.719,21.719,21.719,21.719,21.719,21.719
1982-03-13,22.468,22.468,22.468,22.468,22.468,22.468,22.468,22.468
1982-03-14,23.097,23.097,23.097,23.097,23.097,23.097,23.097,23.097
1982-03-15,22.553,22.553,22.553,22.553,22.553,22.553,22.553,22.553
1982-03-16,22.437,22.437,22.437,22.437,22.437,22.437,22.437,22.437
1982-03-17,22.167,22.167,22.167,22.167,22.167,22.167,22.167,22.167
1982-03-18,22.236,22.236,22.236,22.236,22.236,22.236,22.236,22.236
1982-03-19,22.278,22.278,22.278,22.278,22.278,22.278,22.278,22.278
1982-03-20,22.404,22.404,22.404,22.404,22.404,22.404,22.404,22.404
1982-03-21,22.017,22.017,22.017,22.017,22.017,22.017,22.017,22.017
1982-03-22,21.883,21.883,21.883,21.883,21.883,21.883,21.883,21.883
1982-03-23,22.864,22.864,22.864,22.864,22.864,22.864,22.864,22.864
1982-03-24,22.634,22.634,22.634,22.634,22.634,22.634,22.634,22.634
1982-03-25,22.127,22.127,22.127,22.127,22.127,22.127,22.127,22.127
1982-03-26,21.746,21.746,21.746,21.746,21.746,21.746,21.746,21.746
1982-03-27,23.53,23.53,23.53,23.53,23.53,23.53,23.53,23.53
1982-03-28,24.274,24.274,24.274,24.274,24.274,24.274,24.274,24.274
1982-03-29,23.299,23.299,23.299,23.299,23.299,23.299,23.299,23.299
1982-03-30,22.777,22.777,22.777,22.777,22.777,22.777,22.777,22.777
1982-03-31,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9
1982-04-01,22.928,22.928,22.928,22.928,22.928,22.928,22.928,22.928
1982-04-02,22.131,22.131,22.131,22.131,22.131,22.131,22.131,22.131
1982-04-03,23.035,23.035,23.035,23.035,23.035,23.035,23.035,23.035
1982-04-04,22.617,22.617,22.617,22.617,22.617,22.617,22.617,22.617
1982-04-05,22.319,22.319,22.319,22.319,22.319,22.319,22.319,22.319
1982-04-06,22.352,22.352,22.352,22.352,22.352,22.352,22.352,22.352
1982-04-07,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97
1982-04-08,23.164,23.164,23.164,23.164,23.164,23.164,23.164,23.164
1982-04-09,22.993,22.993,22.993,22.993,22.993,22.993,22.993,22.993
1982-04-10,22.832,22.832,22.832,22.832,22.832,22.832,22.832,22.832
1982-04-11,21.921,21.921,21.921,21.921,21.921,21.921,21.921,21.921
1982-04-12,22.118,22.118,22.118,22.118,22.118,22.118,22.118,22.118
1982-04-13,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62
1982-04-14,21.244,21.244,21.244,21.244,21.244,21.244,21.244,21.244
1982-04-15,22.308,22.308,22.308,22.308,22.308,22.308,22.308,22.308
1982-04-16,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77
1982-04-17,22.798,22.798,22.798,22.798,22.798,22.798,22.798,22.798
1982-04-18,23.027,23.027,23.027,23.027,23.027,23.027,23.027,23.027
1982-04-19,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15
1982-04-20,21.973,21.973,21.973,21.973,21.973,21.973,21.973,21.973
1982-04-21,22.372,22.372,22.372,22.372,22.372,22.372,22.372,22.372
1982-04-22,24.874,24.874,24.874,24.874,24.874,24.874,24.874,24.874
1982-04-23,22.628,22.628,22.628,22.628,22.628,22.628,22.628,22.628
1982-04-24,22.991,22.991,22.991,22.991,22.991,22.991,22.991,22.991
1982-04-25,22.756,22.756,22.756,22.756,22.756,22.756,22.756,22.756
1982-04-26,23.166,23.166,23.166,23.166,23.166,23.166,23.166,23.166
1982-04-27,22.56,22.56,22.56,22.56,22.56,22.56,22.56,22.56
1982-04-28,23.414,23.414,23.414,23.414,23.414,23.414,23.414,23.414
1982-04-29,22.577,22.577,22.577,22.577,22.577,22.577,22.577,22.577
1982-04-30,21.782,21.782,21.782,21.782,21.782,21.782,21.782,21.782
1982-05-01,21.865,21.865,21.865,21.865,21.865,21.865,21.865,21.865
1982-05-02,20.553,20.553,20.553,20.553,20.553,20.553,20.553,20.553
1982-05-03,22.03,22.03,22.03,22.03,22.03,22.03,22.03,22.03
1982-05-04,22.913,22.913,22.913,22.913,22.913,22.913,22.913,22.913
1982-05-05,22.36,22.36,22.36,22.36,22.36,22.36,22.36,22.36
1982-05-06,22.827,22.827,22.827,22.827,22.827,22.827,22.827,22.827
1982-05-07,23.358,23.358,23.358,23.358,23.358,23.358,23.358,23.358
1982-05-08,23.524,23.524,23.524,23.524,23.524,23.524,23.524,23.524
1982-05-09,22.881,22.881,22.881,22.881,22.881,22.881,22.881,22.881
1982-05-10,22.882,22.882,22.882,22.882,22.882,22.882,22.882,22.882
1982-05-11,23.082,23.082,23.082,23.082,23.082,23.082,23.082,23.082
1982-05-12,23.47,23.47,23.47,23.47,23.47,23.47,23.47,23.47
1982-05-13,24.175,24.175,24.175,24.175,24.175,24.175,24.175,24.175
1982-05-14,22.17,22.17,22.17,22.17,22.17,22.17,22.17,22.17
1982-05-15,22.867,22.867,22.867,22.867,22.867,22.867,22.867,22.867
1982-05-16,21.876,21.876,21.876,21.876,21.876,21.876,21.876,21.876
1982-05-17,22.232,22.232,22.232,22.232,22.232,22.232,22.232,22.232
1982-05-18,21.716,21.716,21.716,21.716,21.716,21.716,21.716,21.716
1982-05-19,21.142,21.142,21.142,21.142,21.142,21.142,21.142,21.142
1982-05-20,21.201,21.201,21.201,21.201,21.201,21.201,21.201,21.201
1982-05-21,21.367,21.367,21.367,21.367,21.367,21.367,21.367,21.367
1982-05-22,22.115,22.115,22.115,22.115,22.115,22.115,22.115,22.115
1982-05-23,20.274,20.274,20.274,20.274,20.274,20.274,20.274,20.274
1982-05-24,19.199,19.199,19.199,19.199,19.199,19.199,19.199,19.199
1982-05-25,19.961,19.961,19.961,19.961,19.961,19.961,19.961,19.961
1982-05-26,18.511,18.511,18.511,18.511,18.511,18.511,18.511,18.511
1982-05-27,21.076,21.076,21.076,21.076,21.076,21.076,21.076,21.076
1982-05-28,20.223,20.223,20.223,20.223,20.223,20.223,20.223,20.223
1982-05-29,21.549,21.549,21.549,21.549,21.549,21.549,21.549,21.549
1982-05-30,21.712,21.712,21.712,21.712,21.712,21.712,21.712,21.712
1982-05-31,21.836,21.836,21.836,21.836,21.836,21.836,21.836,21.836
1982-06-01,25.049,25.049,25.049,25.049,25.049,25.049,25.049,25.049
1982-06-02,24.141,24.141,24.141,24.141,24.141,24.141,24.141,24.141
1982-06-03,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
1982-06-04,24.238,24.238,24.238,24.238,24.238,24.238,24.238,24.238
1982-06-05,22.486,22.486,22.486,22.486,22.486,22.486,22.486,22.486
1982-06-06,23.078,23.078,23.078,23.078,23.078,23.078,23.078,23.078
1982-06-07,22.792,22.792,22.792,22.792,22.792,22.792,22.792,22.792
1982-06-08,22.268,22.268,22.268,22.268,22.268,22.268,22.268,22.268
1982-06-09,22.499,22.499,22.499,22.499,22.499,22.499,22.499,22.499
1982-06-10,22.342,22.342,22.342,22.342,22.342,22.342,22.342,22.342
1982-06-11,22.367,22.367,22.367,22.367,22.367,22.367,22.367,22.367
1982-06-12,22.367,22.367,22.367,22.367,22.367,22.367,22.367,22.367
1982-06-13,22.223,22.223,22.223,22.223,22.223,22.223,22.223,22.223
1982-06-14,22.753,22.753,22.753,22.753,22.753,22.753,22.753,22.753
1982-06-15,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076
1982-06-16,22.489,22.489,22.489,22.489,22.489,22.489,22.489,22.489
1982-06-17,22.856,22.856,22.856,22.856,22.856,22.856,22.856,22.856
1982-06-18,22.873,22.873,22.873,22.873,22.873,22.873,22.873,22.873
1982-06-19,22.784,22.784,22.784,22.784,22.784,22.784,22.784,22.784
1982-06-20,22.304,22.304,22.304,22.304,22.304,22.304,22.304,22.304
1982-06-21,21.247,21.247,21.247,21.247,21.247,21.247,21.247,21.247
1982-06-22,22.012,22.012,22.012,22.012,22.012,22.012,22.012,22.012
1982-06-23,20.719,20.719,20.719,20.719,20.719,20.719,20.719,20.719
1982-06-24,23.048,23.048,23.048,23.048,23.048,23.048,23.048,23.048
1982-06-25,21.376,21.376,21.376,21.376,21.376,21.376,21.376,21.376
1982-06-26,24.783,24.783,24.783,24.783,24.783,24.783,24.783,24.783
1982-06-27,23.271,23.271,23.271,23.271,23.271,23.271,23.271,23.271
1982-06-28,22.279,22.279,22.279,22.279,22.279,22.279,22.279,22.279
1982-06-29,24.285,24.285,24.285,24.285,24.285,24.285,24.285,24.285
1982-06-30,24.777,24.777,24.777,24.777,24.777,24.777,24.777,24.777
1982-07-01,23.678,23.678,23.678,23.678,23.678,23.678,23.678,23.678
1982-07-02,22.164,22.164,22.164,22.164,22.164,22.164,22.164,22.164
1982-07-03,24.328,24.328,24.328,24.328,24.328,24.328,24.328,24.328
1982-07-04,23.463,23.463,23.463,23.463,23.463,23.463,23.463,23.463
1982-07-05,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756
1982-07-06,22.092,22.092,22.092,22.092,22.092,22.092,22.092,22.092
1982-07-07,24.271,24.271,24.271,24.271,24.271,24.271,24.271,24.271
1982-07-08,22.318,22.318,22.318,22.318,22.318,22.318,22.318,22.318
1982-07-09,23.165,23.165,23.165,23.165,23.165,23.165,23.165,23.165
1982-07-10,24.152,24.152,24.152,24.152,24.152,24.152,24.152,24.152
1982-07-11,24.655,24.655,24.655,24.655,24.655,24.655,24.655,24.655
1982-07-12,20.942,20.942,20.942,20.942,20.942,20.942,20.942,20.942
1982-07-13,21.774,21.774,21.774,21.774,21.774,21.774,21.774,21.774
1982-07-14,22.952,22.952,22.952,22.952,22.952,22.952,22.952,22.952
1982-07-15,23.52,23.52,23.52,23.52,23.52,23.52,23.52,23.52
1982-07-16,23.669,23.669,23.669,23.669,23.669,23.669,23.669,23.669
1982-07-17,24.704,24.704,24.704,24.704,24.704,24.704,24.704,24.704
1982-07-18,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541
1982-07-19,21.919,21.919,21.919,21.919,21.919,21.919,21.919,21.919
1982-07-20,22.161,22.161,22.161,22.161,22.161,22.161,22.161,22.161
1982-07-21,22.174,22.174,22.174,22.174,22.174,22.174,22.174,22.174
1982-07-22,22.049,22.049,22.049,22.049,22.049,22.049,22.049,22.049
1982-07-23,22.438,22.438,22.438,22.438,22.438,22.438,22.438,22.438
1982-07-24,22.225,22.225,22.225,22.225,22.225,22.225,22.225,22.225
1982-07-25,22.555,22.555,22.555,22.555,22.555,22.555,22.555,22.555
1982-07-26,21.972,21.972,21.972,21.972,21.972,21.972,21.972,21.972
1982-07-27,19.709,19.709,19.709,19.709,19.709,19.709,19.709,19.709
1982-07-28,21.383,21.383,21.383,21.383,21.383,21.383,21.383,21.383
1982-07-29,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38
1982-07-30,20.992,20.992,20.992,20.992,20.992,20.992,20.992,20.992
1982-07-31,22.96,22.96,22.96,22.96,22.96,22.96,22.96,22.96
1982-08-01,23.883,23.883,23.883,23.883,23.883,23.883,23.883,23.883
1982-08-02,23.207,23.207,23.207,23.207,23.207,23.207,23.207,23.207
1982-08-03,23.921,23.921,23.921,23.921,23.921,23.921,23.921,23.921
1982-08-04,21.787,21.787,21.787,21.787,21.787,21.787,21.787,21.787
1982-08-05,23.448,23.448,23.448,23.448,23.448,23.448,23.448,23.448
1982-08-06,21.947,21.947,21.947,21.947,21.947,21.947,21.947,21.947
1982-08-07,21.947,21.947,21.947,21.947,21.947,21.947,21.947,21.947
1982-08-08,21.446,21.446,21.446,21.446,21.446,21.446,21.446,21.446
1982-08-09,23.446,23.446,23.446,23.446,23.446,23.446,23.446,23.446
1982-08-10,24.445,24.445,24.445,24.445,24.445,24.445,24.445,24.445
1982-08-11,22.209,22.209,22.209,22.209,22.209,22.209,22.209,22.209
1982-08-12,23.849,23.849,23.849,23.849,23.849,23.849,23.849,23.849
1982-08-13,24.354,24.354,24.354,24.354,24.354,24.354,24.354,24.354
1982-08-14,23.665,23.665,23.665,23.665,23.665,23.665,23.665,23.665
1982-08-15,24.652,24.652,24.652,24.652,24.652,24.652,24.652,24.652
1982-08-16,21.85,21.85,21.85,21.85,21.85,21.85,21.85,21.85
1982-08-17,21.068,21.068,21.068,21.068,21.068,21.068,21.068,21.068
1982-08-18,23.126,23.126,23.126,23.126,23.126,23.126,23.126,23.126
1982-08-19,23.632,23.632,23.632,23.632,23.632,23.632,23.632,23.632
1982-08-20,24.596,24.596,24.596,24.596,24.596,24.596,24.596,24.596
1982-08-21,23.173,23.173,23.173,23.173,23.173,23.173,23.173,23.173
1982-08-22,19.461,19.461,19.461,19.461,19.461,19.461,19.461,19.461
1982-08-23,21.656,21.656,21.656,21.656,21.656,21.656,21.656,21.656
1982-08-24,23.049,23.049,23.049,23.049,23.049,23.049,23.049,23.049
1982-08-25,21.939,21.939,21.939,21.939,21.939,21.939,21.939,21.939
1982-08-26,23.608,23.608,23.608,23.608,23.608,23.608,23.608,23.608
1982-08-27,24.689,24.689,24.689,24.689,24.689,24.689,24.689,24.689
1982-08-28,25.039,25.039,25.039,25.039,25.039,25.039,25.039,25.039
1982-08-29,24.397,24.397,24.397,24.397,24.397,24.397,24.397,24.397
1982-08-30,24.007,24.007,24.007,24.007,24.007,24.007,24.007,24.007
1982-08-31,24.236,24.236,24.236,24.236,24.236,24.236,24.236,24.236
1982-09-01,22.528,22.528,22.528,22.528,22.528,22.528,22.528,22.528
1982-09-02,24.503,24.503,24.503,24.503,24.503,24.503,24.503,24.503
1982-09-03,23.306,23.306,23.306,23.306,23.306,23.306,23.306,23.306
1982-09-04,23.931,23.931,23.931,23.931,23.931,23.931,23.931,23.931
1982-09-05,23.679,23.679,23.679,23.679,23.679,23.679,23.679,23.679
1982-09-06,22.664,22.664,22.664,22.664,22.664,22.664,22.664,22.664
1982-09-07,23.638,23.638,23.638,23.638,23.638,23.638,23.638,23.638
